ZONA,REGION,V1,V3,V5,V6,EFI,V8,V12,V14A1,V15,V16,V18A1,V18E,V18F,V18G,V18Q,V18I,V18J,V18K,V18L,V18M,V22,V19,V21,R4A,TamViv,A4,A5,A6,CondMig,NivInst,A22A
Rural,Huetar Caribe,Casa Independiente,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto del A y A,1.0,Del ICE,Electricidad,3.0,No,No,Sí,No,Sí,Sí,No,Sí,No,No,SÍ,0,No,3.0,Mujer,13 a 17,Soltero(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,Sí,No,Sí,Sí,No,No,Sí,No,Sí,SÍ,0,No,2.0,Mujer,35 a 44,Separado/Divorciado/Viudo,Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,Sí,No,Sí,Sí,No,No,Sí,No,Sí,SÍ,0,No,2.0,Mujer,25 a 34,Soltero(a),No migrante,Superior,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,Sí,"Mosaico, cerámica, terrazo",Bueno,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,Sí,No,No,Sí,No,Sí,SÍ,0,No,3.0,Mujer,45 a 59,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,Sí,"Mosaico, cerámica, terrazo",Bueno,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,Sí,No,No,Sí,No,Sí,SÍ,0,No,3.0,Mujer,18 a 24,Soltero(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,Sí,"Mosaico, cerámica, terrazo",Bueno,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,Sí,No,No,Sí,No,Sí,SÍ,0,No,3.0,Hombre,13 a 17,Soltero(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,Sí,"Mosaico, cerámica, terrazo",Regular,1 o ninguno,Acueducto del A y A,1.0,Del ICE,Electricidad,1.0,No,Sí,No,No,No,Sí,No,No,Sí,Sí,SÍ,0,No,1.0,Hombre,60 a 74,Separado/Divorciado/Viudo,Migrante interno,Superior,No
Rural,Huetar Caribe,Casa Independiente,Otro,No,Cemento (lujado o no),Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,No,4.0,Mujer,35 a 44,En unión libre o juntado(a),Migrante externo,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,Otro,No,Cemento (lujado o no),Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,No,4.0,Hombre,45 a 59,En unión libre o juntado(a),Migrante externo,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,Otro,No,Cemento (lujado o no),Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,No,4.0,Hombre,18 a 24,Soltero(a),Migrante interno,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,Otro,No,Cemento (lujado o no),Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,No,4.0,Mujer,5 a 12,Soltero(a),No migrante,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,"Mosaico, cerámica, terrazo",Regular,3.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,No,No,Sí,No,No,SÍ,0,No,3.0,Hombre,45 a 59,Casado(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,"Mosaico, cerámica, terrazo",Regular,3.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,No,No,Sí,No,No,SÍ,0,No,3.0,Mujer,45 a 59,Casado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,"Mosaico, cerámica, terrazo",Regular,3.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,No,No,Sí,No,No,SÍ,0,No,3.0,Mujer,13 a 17,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,"Mosaico, cerámica, terrazo",Regular,4.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,Sí,No,Sí,No,Sí,SÍ,1,No,5.0,Hombre,60 a 74,Casado(a),Migrante interno,Superior,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,"Mosaico, cerámica, terrazo",Regular,4.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,Sí,No,Sí,No,Sí,SÍ,1,No,5.0,Mujer,60 a 74,Casado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,"Mosaico, cerámica, terrazo",Regular,4.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,Sí,No,Sí,No,Sí,SÍ,1,No,5.0,Hombre,35 a 44,Soltero(a),No migrante,Superior,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,"Mosaico, cerámica, terrazo",Malo,3.0,Acueducto rural,3 o más,Del ICE,Otro o ninguno,1.0,No,No,No,No,No,Sí,No,Sí,No,Sí,No,0,No,1.0,Hombre,60 a 74,Soltero(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,Sí,"Mosaico, cerámica, terrazo",Bueno,2.0,Acueducto del A y A,1.0,Del ICE,Electricidad,2.0,No,No,No,No,No,No,Sí,Sí,No,Sí,SÍ,1,No,2.0,Mujer,60 a 74,Soltero(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,Sí,"Mosaico, cerámica, terrazo",Bueno,2.0,Acueducto del A y A,1.0,Del ICE,Electricidad,2.0,No,No,No,No,No,No,Sí,Sí,No,Sí,SÍ,1,No,2.0,Hombre,35 a 44,Soltero(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,Cemento (lujado o no),Malo,3.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,No,No,No,No,Sí,No,Sí,No,Sí,SÍ,0,No,2.0,Hombre,45 a 59,Casado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,Cemento (lujado o no),Malo,3.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,No,No,No,No,Sí,No,Sí,No,Sí,SÍ,0,No,2.0,Mujer,45 a 59,Casado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,No,3.0,Hombre,35 a 44,En unión libre o juntado(a),Migrante interno,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,No,3.0,Mujer,35 a 44,En unión libre o juntado(a),Migrante interno,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,Sí,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,No,3.0,Hombre,18 a 24,Soltero(a),Migrante interno,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,No,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,No,5.0,Hombre,25 a 34,En unión libre o juntado(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,No,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,No,5.0,Mujer,25 a 34,En unión libre o juntado(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,No,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,No,5.0,Mujer,13 a 17,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,No,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,No,5.0,Mujer,5 a 12,Soltero(a),No migrante,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,Cemento (lujado o no),Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,No,No,Sí,No,Sí,SÍ,0,Sí,6 o más,Hombre,35 a 44,En unión libre o juntado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,Cemento (lujado o no),Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,No,No,Sí,No,Sí,SÍ,0,Sí,6 o más,Mujer,25 a 34,En unión libre o juntado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Block o ladrillo,No,Cemento (lujado o no),Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,No,No,Sí,No,Sí,SÍ,0,Sí,6 o más,Mujer,5 a 12,Soltero(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,Cemento (lujado o no),Malo,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,Sí,No,No,No,No,Sí,No,No,No,SÍ,1,No,2.0,Hombre,35 a 44,En unión libre o juntado(a),Migrante interno,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,Cemento (lujado o no),Malo,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,Sí,No,No,No,No,Sí,No,No,No,SÍ,1,No,2.0,Mujer,35 a 44,En unión libre o juntado(a),Migrante interno,Superior,No
Rural,Huetar Caribe,Casa Independiente,Otro,Sí,"Mosaico, cerámica, terrazo",Regular,1 o ninguno,Acueducto rural,1.0,Del ICE,Gas,1.0,No,No,No,No,Sí,No,No,Sí,No,No,No,0,No,1.0,Hombre,60 a 74,Separado/Divorciado/Viudo,Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Electricidad,2.0,No,Sí,No,No,No,Sí,No,Sí,No,Sí,SÍ,0,No,2.0,Hombre,60 a 74,Separado/Divorciado/Viudo,Migrante interno,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Electricidad,2.0,No,Sí,No,No,No,Sí,No,Sí,No,Sí,SÍ,0,No,2.0,Mujer,18 a 24,Soltero(a),No migrante,Superior,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,Cemento (lujado o no),Regular,3.0,Acueducto rural,1.0,Del ICE,Electricidad,1.0,No,No,No,No,No,No,No,No,No,No,SÍ,0,No,1.0,Hombre,35 a 44,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,4.0,No,No,No,No,Sí,Sí,No,Sí,No,Sí,SÍ,0,No,5.0,Hombre,35 a 44,Casado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,4.0,No,No,No,No,Sí,Sí,No,Sí,No,Sí,SÍ,0,No,5.0,Mujer,35 a 44,Casado(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,4.0,No,No,No,No,Sí,Sí,No,Sí,No,Sí,SÍ,0,No,5.0,Hombre,18 a 24,Soltero(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,4.0,No,No,No,No,Sí,Sí,No,Sí,No,Sí,SÍ,0,No,5.0,Hombre,5 a 12,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Bueno,3.0,Acueducto del A y A,2.0,Del ICE,Gas,3.0,No,No,No,No,Sí,No,No,Sí,No,Sí,SÍ,0,No,4.0,Mujer,35 a 44,Soltero(a),Migrante externo,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Bueno,3.0,Acueducto del A y A,2.0,Del ICE,Gas,3.0,No,No,No,No,Sí,No,No,Sí,No,Sí,SÍ,0,No,4.0,Mujer,18 a 24,Soltero(a),Migrante externo,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Bueno,3.0,Acueducto del A y A,2.0,Del ICE,Gas,3.0,No,No,No,No,Sí,No,No,Sí,No,Sí,SÍ,0,No,4.0,Mujer,13 a 17,Soltero(a),Migrante externo,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Bueno,3.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,SÍ,1,No,5.0,Hombre,35 a 44,Casado(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Bueno,3.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,SÍ,1,No,5.0,Mujer,35 a 44,Casado(a),Migrante interno,Secundaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Bueno,3.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,SÍ,1,No,5.0,Hombre,60 a 74,Separado/Divorciado/Viudo,Migrante interno,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Bueno,3.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,SÍ,1,No,5.0,Hombre,13 a 17,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,Sí,Cemento (lujado o no),Malo,4.0,Acueducto del A y A,2.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,Sí,Sí,No,No,SÍ,1,No,4.0,Hombre,45 a 59,En unión libre o juntado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,Sí,Cemento (lujado o no),Malo,4.0,Acueducto del A y A,2.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,Sí,Sí,No,No,SÍ,1,No,4.0,Mujer,60 a 74,En unión libre o juntado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,Sí,Cemento (lujado o no),Malo,4.0,Acueducto del A y A,2.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,Sí,Sí,No,No,SÍ,1,No,4.0,Hombre,25 a 34,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,Cemento (lujado o no),Regular,2.0,Acueducto rural,1.0,Del ICE,Electricidad,1.0,No,No,No,No,No,No,No,Sí,No,Sí,SÍ,0,No,1.0,Hombre,75 o más,Separado/Divorciado/Viudo,Migrante interno,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,"Mosaico, cerámica, terrazo",Bueno,3.0,Acueducto rural,1.0,Del ICE,Electricidad,1.0,No,No,No,No,No,No,No,Sí,No,Sí,SÍ,1,No,1.0,Mujer,60 a 74,Separado/Divorciado/Viudo,No migrante,Sin nivel de instrucción,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,Cemento (lujado o no),Regular,2.0,Acueducto del A y A,1.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,No,Sí,No,Sí,SÍ,0,No,3.0,Hombre,60 a 74,Casado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,Cemento (lujado o no),Regular,2.0,Acueducto del A y A,1.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,No,Sí,No,Sí,SÍ,0,No,3.0,Mujer,45 a 59,Casado(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,En fila o contigua,Prefabricado,Sí,Cemento (lujado o no),Regular,2.0,Acueducto del A y A,1.0,Del ICE,Gas,3.0,No,Sí,No,No,No,No,No,Sí,No,Sí,SÍ,0,No,3.0,Hombre,18 a 24,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Malo,3.0,Acueducto del A y A,1.0,Otra fuente o sin electricidad,Otro o ninguno,2.0,Sí,No,No,No,No,No,No,No,No,No,SÍ,1,Sí,5.0,Hombre,45 a 59,En unión libre o juntado(a),No migrante,Sin nivel de instrucción,Sí
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Malo,3.0,Acueducto del A y A,1.0,Otra fuente o sin electricidad,Otro o ninguno,2.0,Sí,No,No,No,No,No,No,No,No,No,SÍ,1,Sí,5.0,Mujer,35 a 44,En unión libre o juntado(a),No migrante,Primaria completa,Sí
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Malo,3.0,Acueducto del A y A,1.0,Otra fuente o sin electricidad,Otro o ninguno,2.0,Sí,No,No,No,No,No,No,No,No,No,SÍ,1,Sí,5.0,Hombre,18 a 24,Soltero(a),No migrante,Secundaria completa,Sí
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Malo,3.0,Acueducto del A y A,1.0,Otra fuente o sin electricidad,Otro o ninguno,2.0,Sí,No,No,No,No,No,No,No,No,No,SÍ,1,Sí,5.0,Mujer,13 a 17,Soltero(a),No migrante,Primaria completa,Sí
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Bueno,2.0,Acueducto rural,1.0,Del ICE,Otro o ninguno,3.0,Sí,No,No,No,No,No,Sí,No,No,No,No,0,No,3.0,Hombre,60 a 74,En unión libre o juntado(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Bueno,2.0,Acueducto rural,1.0,Del ICE,Otro o ninguno,3.0,Sí,No,No,No,No,No,Sí,No,No,No,No,0,No,3.0,Mujer,45 a 59,En unión libre o juntado(a),No migrante,Primaria completa,Sí
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Bueno,2.0,Acueducto rural,1.0,Del ICE,Otro o ninguno,3.0,Sí,No,No,No,No,No,Sí,No,No,No,No,0,No,3.0,Hombre,25 a 34,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,Cemento (lujado o no),Regular,3.0,Otro,1.0,Del ICE,Gas,2.0,No,No,No,No,No,No,Sí,Sí,No,No,SÍ,0,No,3.0,Mujer,35 a 44,Soltero(a),No migrante,Superior,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,Cemento (lujado o no),Regular,3.0,Otro,1.0,Del ICE,Gas,2.0,No,No,No,No,No,No,Sí,Sí,No,No,SÍ,0,No,3.0,Hombre,18 a 24,Soltero(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,Cemento (lujado o no),Regular,3.0,Otro,2.0,Del ICE,Gas,4.0,No,No,No,No,No,No,Sí,Sí,No,No,SÍ,1,Sí,4.0,Hombre,45 a 59,Casado(a),No migrante,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,Cemento (lujado o no),Regular,3.0,Otro,2.0,Del ICE,Gas,4.0,No,No,No,No,No,No,Sí,Sí,No,No,SÍ,1,Sí,4.0,Mujer,45 a 59,Casado(a),No migrante,Primaria completa,Sí
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,Cemento (lujado o no),Regular,3.0,Otro,2.0,Del ICE,Gas,4.0,No,No,No,No,No,No,Sí,Sí,No,No,SÍ,1,Sí,4.0,Hombre,18 a 24,En unión libre o juntado(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,Cemento (lujado o no),Regular,3.0,Otro,2.0,Del ICE,Gas,4.0,No,No,No,No,No,No,Sí,Sí,No,No,SÍ,1,Sí,4.0,Mujer,18 a 24,En unión libre o juntado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Malo,2.0,Otro,1.0,Del ICE,Otro o ninguno,1.0,No,No,No,No,No,No,No,No,No,No,No,1,No,2.0,Mujer,45 a 59,Separado/Divorciado/Viudo,No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Madera,No,Otro,Malo,2.0,Otro,1.0,Del ICE,Otro o ninguno,1.0,No,No,No,No,No,No,No,No,No,No,No,1,No,2.0,Mujer,13 a 17,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Madera,Sí,Otro,Malo,3.0,Otro,1.0,Del ICE,Gas,2.0,No,No,No,No,No,No,No,Sí,No,Sí,SÍ,1,No,2.0,Mujer,35 a 44,Soltero(a),No migrante,Secundaria completa,No
Rural,Huetar Caribe,Casa Independiente,Madera,Sí,Otro,Malo,3.0,Otro,1.0,Del ICE,Gas,2.0,No,No,No,No,No,No,No,Sí,No,Sí,SÍ,1,No,2.0,Mujer,13 a 17,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,3.0,Acueducto rural,1.0,Del ICE,Gas,4.0,Sí,No,No,No,No,No,No,Sí,No,No,SÍ,0,Sí,4.0,Hombre,60 a 74,Casado(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,3.0,Acueducto rural,1.0,Del ICE,Gas,4.0,Sí,No,No,No,No,No,No,Sí,No,No,SÍ,0,Sí,4.0,Mujer,60 a 74,Casado(a),No migrante,Primaria completa,Sí
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,3.0,Acueducto rural,1.0,Del ICE,Gas,4.0,Sí,No,No,No,No,No,No,Sí,No,No,SÍ,0,Sí,4.0,Hombre,25 a 34,Separado/Divorciado/Viudo,No migrante,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",Sí,"Mosaico, cerámica, terrazo",Regular,3.0,Acueducto rural,1.0,Del ICE,Gas,4.0,Sí,No,No,No,No,No,No,Sí,No,No,SÍ,0,Sí,4.0,Mujer,25 a 34,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,Cemento (lujado o no),Bueno,3.0,Acueducto rural,1.0,Del ICE,Gas,1.0,No,No,No,No,No,No,No,No,No,No,SÍ,0,No,1.0,Hombre,45 a 59,Soltero(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Madera,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,No,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,Sí,2.0,Hombre,45 a 59,Casado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Madera,Sí,"Mosaico, cerámica, terrazo",Regular,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,No,No,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,Sí,2.0,Mujer,45 a 59,Casado(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,Cemento (lujado o no),Malo,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,Sí,No,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,Sí,5.0,Hombre,25 a 34,En unión libre o juntado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,Cemento (lujado o no),Malo,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,Sí,No,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,Sí,5.0,Mujer,35 a 44,En unión libre o juntado(a),No migrante,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,Cemento (lujado o no),Malo,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,Sí,No,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,Sí,5.0,Hombre,18 a 24,Soltero(a),No migrante,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,Prefabricado,No,Cemento (lujado o no),Malo,2.0,Acueducto rural,1.0,Del ICE,Gas,2.0,Sí,No,No,No,Sí,No,Sí,Sí,No,Sí,SÍ,0,Sí,5.0,Mujer,5 a 12,Soltero(a),No migrante,Sin nivel de instrucción,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,"Mosaico, cerámica, terrazo",Regular,4.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,Sí,5.0,Hombre,35 a 44,Casado(a),Migrante interno,Primaria completa,No
Rural,Huetar Caribe,Casa Independiente,"Zócalo (con madera, zinc o fibrocemento)",No,"Mosaico, cerámica, terrazo",Regular,4.0,Acueducto rural,1.0,Del ICE,Gas,3.0,No,No,No,No,No,No,Sí,Sí,No,Sí,SÍ,0,Sí,5.0,Mujer,35 a 44,Casado(a),No migrante,Secundaria completa,No
